1,22573391,442777,7340,6032886,8,335065,3184,617389,5567,7573084,5536,7513026
2,22573391,1413697,9907,5824107,3,290149,3108,40782,3226,7002210,2847,6939230
3,22573391,2177409,7091,5613722,3,284656,3001,32840,5231,6866048,4542,6816984
4,22573391,3031747,9847,5579009,4,284656,600,21599,2066,6822017,1045,6738211
5,22573391,3833439,8507,5552344,12,283995,512,21201,779,6769806,203,6678393
6,22573391,4541835,10350,5539328,10,283979,460,20913,632,6770431,185,6684241
7,22573391,5193802,6722,5196892,10,224536,502,20873,1568,6333981,1231,6189666
8,22573391,5995726,6726,4781074,112,196084,163,16224,1395,5786890,1219,5722307
9,22573391,7198207,6787,4781074,13,194015,175,16197,1483,5785778,1333,5721739
10,22573391,7534816,8352,1694615,15,57257,165,14195,1619,2077556,1470,2023863
11,22573391,7902063,6882,1457746,13,56837,163,14171,1676,1521379,1526,1517824
12,22573391,8707787,7209,1457738,11,50690,145,14126,1744,1476483,1579,1472912
13,22573391,9502445,7830,1445487,8,50638,146,14121,2153,1474766,1940,1470817
14,22573391,9561165,6977,1360943,8,41056,146,14121,1362,1438057,1149,1384293
15,22573391,10321649,12087,1170048,9,24513,144,5324,7964,1183496,7804,1136022
16,22573391,10994905,12087,1136966,10,19535,176,370,8007,1122360,7843,1121202
17,22573391,11395452,12457,1136966,10,19535,178,370,8046,1122388,7850,1121202
18,22573391,12781462,12457,1136966,10,19534,174,345,7943,1121709,7815,1120635
19,22573391,13990838,19438,1107577,13,5300,158,307,8566,654816,8426,653737
20,22573391,14792302,13603,1080091,13,5300,160,307,7892,634723,7674,633513
21,22573391,15394000,13603,1080091,13,5300,163,307,8010,634948,7711,633566
22,22573391,16196117,13603,1080091,12,45,163,305,8074,634466,7704,633517
23,22573391,16596993,13603,1080091,12,45,163,305,8078,663857,7708,662955
24,22573391,17289765,13601,89224,11,24,163,305,8003,21205,7690,20409
25,22573391,17733071,13603,89224,14,24,107,186,8143,21487,7734,20567
26,22573391,18141588,13603,89224,12,19,108,186,8129,21453,7734,20567
27,22573391,18555857,14300,86212,12,19,108,186,8093,21342,7718,20479
28,22573391,19292490,15102,80423,11,18,106,182,9060,22421,8154,20923
29,22573391,20074170,15638,64996,11,18,108,177,10561,23958,9522,22311
30,22573391,20680728,13957,53362,11,18,108,176,11388,24922,9983,22821
31,22573391,21309226,14900,33624,11,18,158,175,12163,20078,10925,18144
32,22573391,21516660,14901,27896,11,18,155,172,12164,16336,10925,14402
33,22573391,21969967,18281,18281,16,16,163,164,11970,11993,11203,11210
34,22573391,22027829,18281,18281,15,15,163,164,11632,11633,10879,10879
35,22573391,22573391,18281,18281,15,15,159,159,11323,11323,10753,10753
